#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   1.1096e-03      1.3994e-03      2.5330e-01      2.7650e-01
   1.2206e-03      1.5467e-03      2.6570e-01      2.6700e-01
   1.3316e-03      1.6947e-03      2.7750e-01      2.5810e-01
   1.4425e-03      1.8435e-03      2.8880e-01      2.5000e-01
   1.5535e-03      1.9928e-03      2.9970e-01      2.4240e-01
   1.6644e-03      2.1424e-03      3.1030e-01      2.3530e-01
   1.7754e-03      2.2924e-03      3.2040e-01      2.2870e-01
   1.8864e-03      2.4424e-03      3.3030e-01      2.2250e-01
   1.9973e-03      2.5927e-03      3.3990e-01      2.1670e-01
   2.2193e-03      2.9002e-03      3.3480e-01      2.0620e-01
   2.4967e-03      3.2978e-03      3.4130e-01      1.9450e-01
   2.7741e-03      3.7005e-03      3.5550e-01      1.8440e-01
   3.0515e-03      4.1024e-03      3.7330e-01      1.7540e-01
   3.3289e-03      4.5007e-03      3.9270e-01      1.6730e-01
   3.6063e-03      4.8939e-03      4.1250e-01      1.6010e-01
   3.8837e-03      5.2816e-03      4.3190e-01      1.5360e-01
   4.1611e-03      5.6637e-03      4.5070e-01      1.4770e-01
   4.4385e-03      6.0407e-03      4.6860e-01      1.4230e-01
   4.9933e-03      6.7810e-03      5.0150e-01      1.3270e-01
   5.5482e-03      7.5044e-03      5.3080e-01      1.2450e-01
   6.1030e-03      8.2140e-03      5.5670e-01      1.1740e-01
   6.6578e-03      8.9121e-03      5.7970e-01      1.1120e-01
   7.2126e-03      9.6001e-03      6.0040e-01      1.0570e-01
   7.7674e-03      1.0279e-02      6.1910e-01      1.0080e-01
   8.8771e-03      1.1616e-02      6.5220e-01      9.2340e-02
   9.9867e-03      1.2927e-02      6.8120e-01      8.5370e-02
   1.1096e-02      1.4148e-02      7.0780e-01      7.9510e-02
   1.2206e-02      1.5535e-02      7.3310e-01      7.4480e-02
   1.3316e-02      1.6783e-02      7.5780e-01      7.0130e-02
   1.4425e-02      1.7893e-02      7.8250e-01      6.6310e-02
   1.5535e-02      1.9141e-02      8.0740e-01      6.2940e-02
   1.6644e-02      2.0251e-02      8.3280e-01      5.9930e-02
   1.7754e-02      2.1499e-02      8.5870e-01      5.7220e-02
   1.8864e-02      2.2609e-02      8.8510e-01      5.4780e-02
   1.9973e-02      2.3718e-02      9.1220e-01      5.2560e-02
   2.2193e-02      2.5799e-02      9.6770e-01      4.8670e-02
   2.4967e-02      2.8296e-02      1.0400e+00      4.4620e-02
   2.7741e-02      3.0654e-02      1.1130e+00      4.1260e-02
   3.0515e-02      3.2873e-02      1.1870e+00      3.8410e-02
