#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   5.2637e-04      2.8148e-04      3.3550e-01      1.1670e+00
   5.7901e-04      3.0773e-04      3.5180e-01      1.1530e+00
   6.3165e-04      3.3411e-04      3.6750e-01      1.1380e+00
   6.8428e-04      3.6063e-04      3.8250e-01      1.1240e+00
   7.3692e-04      3.8728e-04      3.9690e-01      1.1090e+00
   7.8956e-04      4.1412e-04      4.1090e-01      1.0950e+00
   8.4219e-04      4.4103e-04      4.2430e-01      1.0800e+00
   8.9483e-04      4.6814e-04      4.3740e-01      1.0660e+00
   9.4747e-04      4.9532e-04      4.5010e-01      1.0520e+00
   1.0527e-03      5.5019e-04      4.7440e-01      1.0260e+00
   1.1843e-03      6.1941e-04      5.0320e-01      9.9380e-01
   1.3159e-03      6.8935e-04      5.3040e-01      9.6390e-01
   1.4475e-03      7.5988e-04      5.5630e-01      9.3590e-01
   1.5791e-03      8.3088e-04      5.8110e-01      9.0950e-01
   1.7107e-03      9.0246e-04      6.0480e-01      8.8480e-01
   1.8423e-03      9.7438e-04      6.2760e-01      8.6160e-01
   1.9739e-03      1.0467e-03      6.4960e-01      8.3970e-01
   2.1055e-03      1.1188e-03      6.9070e-01      8.1910e-01
   2.3687e-03      1.2617e-03      7.5460e-01      7.8120e-01
   2.6319e-03      1.4041e-03      7.9740e-01      7.4710e-01
   2.8950e-03      1.5472e-03      8.2870e-01      7.1640e-01
   3.1582e-03      1.6914e-03      8.5300e-01      6.8860e-01
   3.4214e-03      1.8370e-03      8.7280e-01      6.6310e-01
   3.6846e-03      1.9840e-03      8.8980e-01      6.3980e-01
   4.2110e-03      2.2820e-03      9.1990e-01      5.9860e-01
   4.7373e-03      2.5842e-03      9.4870e-01      5.6310e-01
   5.2637e-03      2.8894e-03      9.7850e-01      5.3220e-01
   5.7901e-03      3.1961e-03      1.0100e+00      5.0510e-01
   6.3165e-03      3.5031e-03      1.0430e+00      4.8100e-01
   6.8428e-03      3.8094e-03      1.0770e+00      4.5940e-01
   7.3692e-03      4.1142e-03      1.1120e+00      4.4000e-01
   7.8956e-03      4.4170e-03      1.1470e+00      4.2240e-01
   8.4219e-03      4.7175e-03      1.1830e+00      4.0640e-01
   8.9483e-03      5.0153e-03      1.2180e+00      3.9170e-01
