#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   9.9206e-03      4.8332e-02      1.9600e-01      4.8120e-03
   1.0913e-02      5.2189e-02      2.0790e-01      4.5250e-03
   1.1905e-02      5.5911e-02      2.1900e-01      4.2750e-03
   1.2897e-02      5.9519e-02      2.2940e-01      4.0540e-03
   1.3889e-02      6.3023e-02      2.3900e-01      3.8580e-03
   1.4881e-02      6.6441e-02      2.4780e-01      3.6820e-03
   1.5873e-02      6.9781e-02      2.5590e-01      3.5240e-03
   1.6865e-02      7.3052e-02      2.6340e-01      3.3800e-03
   1.7857e-02      7.6265e-02      2.7030e-01      3.2490e-03
   1.9841e-02      8.2535e-02      2.8290e-01      3.0180e-03
   2.2321e-02      9.0124e-02      2.9680e-01      2.7770e-03
   2.4802e-02      9.7473e-02      3.0960e-01      2.5750e-03
   2.7282e-02      1.0460e-01      3.2190e-01      2.4040e-03
   2.9762e-02      1.1153e-01      3.3380e-01      2.2560e-03
   3.2242e-02      1.1827e-01      3.4530e-01      2.1270e-03
   3.4722e-02      1.2525e-01      3.5650e-01      2.0140e-03
   3.7202e-02      1.3145e-01      3.6730e-01      1.9130e-03
   3.9683e-02      1.3765e-01      3.7770e-01      1.8230e-03
   4.4643e-02      1.5005e-01      3.9700e-01      1.6680e-03
   4.9603e-02      1.6121e-01      4.1420e-01      1.5400e-03
   5.4563e-02      1.7237e-01      4.2920e-01      1.4320e-03
   5.9524e-02      1.8353e-01      4.4230e-01      1.3390e-03
   6.4484e-02      1.9345e-01      4.5350e-01      1.2590e-03
   6.9444e-02      2.0461e-01      4.6290e-01      1.1880e-03
   7.9365e-02      2.2445e-01      4.7720e-01      1.0700e-03
   8.9286e-02      2.4430e-01      4.8630e-01      9.7530e-04
   9.9206e-02      2.6414e-01      4.9140e-01      8.9710e-04
   1.0913e-01      2.8398e-01      4.9340e-01      8.3140e-04
   1.1905e-01      3.0382e-01      4.9300e-01      7.7550e-04
   1.2897e-01      3.2366e-01      4.9070e-01      7.2710e-04
   1.3889e-01      3.4350e-01      4.8710e-01      6.8490e-04
   1.4881e-01      3.6458e-01      4.8250e-01      6.4770e-04
   1.5873e-01      3.8442e-01      4.7720e-01      6.1460e-04
   1.6865e-01      4.0551e-01      4.7130e-01      5.8500e-04
   1.7857e-01      4.2535e-01      4.6510e-01      5.5840e-04
   1.9841e-01      4.6875e-01      4.5210e-01      5.1220e-04
   2.2321e-01      5.2455e-01      4.3550e-01      4.6490e-04
   2.4802e-01      5.8160e-01      4.1920e-01      4.2610e-04
   2.7282e-01      6.4112e-01      4.0350e-01      3.9380e-04
   2.9762e-01      7.0312e-01      3.8870e-01      3.6630e-04
   3.2242e-01      7.6761e-01      3.7480e-01      3.4260e-04
   3.4722e-01      8.3457e-01      3.6170e-01      3.2200e-04
   3.7202e-01      9.0402e-01      3.4950e-01      3.0390e-04
   3.9683e-01      9.7594e-01      3.3810e-01      2.8790e-04
