#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   8.3333e-03      5.4800e-03      1.2850e+00      1.8290e-01
   9.1667e-03      5.9674e-03      1.3330e+00      1.7300e-01
   1.0000e-02      6.4491e-03      1.3810e+00      1.6420e-01
   1.0833e-02      6.9210e-03      1.4280e+00      1.5650e-01
   1.1667e-02      7.3853e-03      1.4760e+00      1.4950e-01
   1.2500e-02      7.8399e-03      1.5240e+00      1.4320e-01
   1.3333e-02      8.2847e-03      1.5720e+00      1.3750e-01
   1.4167e-02      8.7219e-03      1.6200e+00      1.3230e-01
   1.5000e-02      9.1494e-03      1.6680e+00      1.2750e-01
   1.6667e-02      9.9812e-03      1.7640e+00      1.1910e-01
   1.8750e-02      1.0973e-02      1.8840e+00      1.1010e-01
   2.0833e-02      1.1919e-02      2.0040e+00      1.0260e-01
   2.2917e-02      1.2821e-02      2.1210e+00      9.6160e-02
   2.5000e-02      1.3683e-02      2.2370e+00      9.0560e-02
   2.7083e-02      1.4511e-02      2.3500e+00      8.5660e-02
   2.9167e-02      1.5306e-02      2.4600e+00      8.1310e-02
   3.1250e-02      1.6072e-02      2.5680e+00      7.7440e-02
   3.3333e-02      1.6809e-02      2.6720e+00      7.3960e-02
   3.7500e-02      1.8218e-02      2.8700e+00      6.7950e-02
   4.1667e-02      1.9537e-02      3.0550e+00      6.2940e-02
   4.5833e-02      2.0891e-02      3.2260e+00      5.8690e-02
   5.0000e-02      2.2051e-02      3.3850e+00      5.5030e-02
   5.4167e-02      2.3212e-02      3.5310e+00      5.1850e-02
   5.8333e-02      2.4179e-02      3.6660e+00      4.9050e-02
   6.6667e-02      2.6307e-02      3.9050e+00      4.4340e-02
   7.5000e-02      2.8435e-02      4.1080e+00      4.0530e-02
   8.3333e-02      3.0369e-02      4.2780e+00      3.7380e-02
   9.1667e-02      3.2303e-02      4.4230e+00      3.4730e-02
   1.0000e-01      3.4044e-02      4.5450e+00      3.2450e-02
   1.0833e-01      3.5785e-02      4.6470e+00      3.0480e-02
   1.1667e-01      3.7526e-02      4.7340e+00      2.8760e-02
   1.2500e-01      3.9267e-02      4.8070e+00      2.7240e-02
   1.3333e-01      4.1008e-02      4.8690e+00      2.5880e-02
   1.4167e-01      4.2749e-02      4.9210e+00      2.4670e-02
   1.5000e-01      4.4296e-02      4.9640e+00      2.3570e-02
   1.6667e-01      4.7585e-02      5.0300e+00      2.1660e-02
   1.8750e-01      5.1647e-02      5.0830e+00      1.9710e-02
   2.0833e-01      5.5709e-02      5.1130e+00      1.8100e-02
   2.2917e-01      5.9771e-02      5.1260e+00      1.6750e-02
   2.5000e-01      6.3833e-02      5.1280e+00      1.5600e-02
   2.7083e-01      6.7895e-02      5.1230e+00      1.4610e-02
   2.9167e-01      7.1957e-02      5.1110e+00      1.3750e-02
   3.1250e-01      7.6019e-02      5.0950e+00      1.2990e-02
   3.3333e-01      8.0081e-02      5.0770e+00      1.2320e-02
   3.7500e-01      8.8206e-02      5.0340e+00      1.1170e-02
   4.1667e-01      9.6523e-02      4.9870e+00      1.0240e-02
   4.5833e-01      1.0484e-01      4.9390e+00      9.4560e-03
   5.0000e-01      1.1335e-01      4.8900e+00      8.7920e-03
   5.4167e-01      1.2186e-01      4.8420e+00      8.2210e-03
   5.8333e-01      1.3037e-01      4.7950e+00      7.7250e-03
   6.6667e-01      1.4798e-01      4.7030e+00      6.9020e-03
   7.5000e-01      1.6577e-01      4.6140e+00      6.2470e-03
   8.3333e-01      1.8396e-01      4.5300e+00      5.7130e-03
   9.1667e-01      2.0252e-01      4.4480e+00      5.2670e-03
   1.0000e+00      2.2129e-01      4.3700e+00      4.8900e-03
   1.0833e+00      2.4044e-01      4.2940e+00      4.5670e-03
   1.1667e+00      2.5997e-01      4.2200e+00      4.2860e-03
   1.2500e+00      2.7990e-01      4.1490e+00      4.0390e-03
   1.3333e+00      3.0021e-01      4.0800e+00      3.8210e-03
   1.4167e+00      3.2071e-01      4.0120e+00      3.6270e-03
   1.5000e+00      3.4160e-01      3.9470e+00      3.4530e-03
   1.6667e+00      3.8455e-01      3.8210e+00      3.1520e-03
   1.8750e+00      4.4006e-01      3.6720e+00      2.8470e-03
   2.0833e+00      4.9770e-01      3.5340e+00      2.5980e-03
   2.2917e+00      5.5806e-01      3.3840e+00      2.3910e-03
   2.5000e+00      6.2092e-01      3.2330e+00      2.2170e-03
   2.7083e+00      6.8649e-01      3.1060e+00      2.0670e-03
   2.9167e+00      7.5497e-01      2.9880e+00      1.9380e-03
   3.1250e+00      8.2596e-01      2.8770e+00      1.8240e-03
   3.3333e+00      8.9966e-01      2.7730e+00      1.7240e-03
   3.7500e+00      1.0552e+00      2.5840e+00      1.5550e-03
   4.1667e+00      1.2217e+00      2.4180e+00      1.4170e-03
   4.5833e+00      1.3995e+00      2.2700e+00      1.3030e-03
   5.0000e+00      1.5885e+00      2.1380e+00      1.2070e-03
   5.4167e+00      1.7889e+00      2.0200e+00      1.1240e-03
   5.8333e+00      2.0007e+00      1.9140e+00      1.0530e-03
   6.6667e+00      2.4583e+00      1.7310e+00      9.3560e-04
   7.5000e+00      2.9620e+00      1.5810e+00      8.4280e-04
   8.3333e+00      3.5112e+00      1.4550e+00      7.6740e-04
   9.1667e+00      4.1060e+00      1.3480e+00      7.0500e-04
   1.0000e+01      4.7459e+00      1.2570e+00      6.5240e-04
   1.0833e+01      5.4304e+00      1.1780e+00      6.0740e-04
   1.1667e+01      6.1589e+00      1.1100e+00      5.6850e-04
   1.2500e+01      6.9307e+00      1.0490e+00      5.3450e-04
   1.3333e+01      7.7455e+00      9.9610e-01      5.0460e-04
   1.4167e+01      8.6024e+00      9.4860e-01      4.7790e-04
   1.5000e+01      9.5009e+00      9.0600e-01      4.5400e-04
   1.6667e+01      1.1419e+01      8.3280e-01      4.1310e-04
   1.8750e+01      1.4040e+01      7.5840e-01      3.7160e-04
