#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   3.1277e-03      8.9219e-04      1.2160e+00      1.7110e+00
   3.4405e-03      9.8684e-04      1.2670e+00      1.6470e+00
   3.7533e-03      1.0822e-03      1.3160e+00      1.5900e+00
   4.0661e-03      1.1781e-03      1.3600e+00      1.5360e+00
   4.3788e-03      1.2747e-03      1.4000e+00      1.4870e+00
   4.6916e-03      1.3719e-03      1.4370e+00      1.4410e+00
   5.0044e-03      1.4696e-03      1.4700e+00      1.3990e+00
   5.3172e-03      1.5680e-03      1.5010e+00      1.3590e+00
   5.6299e-03      1.6668e-03      1.5290e+00      1.3220e+00
   6.2555e-03      1.8662e-03      1.5790e+00      1.2550e+00
   7.0374e-03      2.1182e-03      1.6360e+00      1.1810e+00
   7.8193e-03      2.3725e-03      1.6880e+00      1.1170e+00
   8.6013e-03      2.6287e-03      1.7380e+00      1.0600e+00
   9.3832e-03      2.8862e-03      1.7870e+00      1.0100e+00
   1.0165e-02      3.1443e-03      1.8360e+00      9.6510e-01
   1.0947e-02      3.4025e-03      1.8860e+00      9.2450e-01
   1.1729e-02      3.6604e-03      1.9360e+00      8.8780e-01
   1.2511e-02      3.9097e-03      1.9880e+00      8.5430e-01
   1.4075e-02      4.4179e-03      2.0970e+00      7.9530e-01
   1.5639e-02      4.9262e-03      2.2110e+00      7.4500e-01
   1.7203e-02      5.4344e-03      2.3320e+00      7.0150e-01
   1.8766e-02      5.9036e-03      2.4580e+00      6.6350e-01
   2.0330e-02      6.3728e-03      2.5880e+00      6.2990e-01
   2.1894e-02      6.8028e-03      2.7230e+00      6.0000e-01
   2.5022e-02      7.7021e-03      3.0010e+00      5.4880e-01
   2.8150e-02      8.5231e-03      3.2860e+00      5.0670e-01
   3.1277e-02      9.2659e-03      3.5750e+00      4.7130e-01
   3.4405e-02      1.0009e-02      3.8650e+00      4.4100e-01
   3.7533e-02      1.0673e-02      4.1530e+00      4.1490e-01
   4.0661e-02      1.1338e-02      4.4380e+00      3.9190e-01
   4.3788e-02      1.1924e-02      4.7200e+00      3.7170e-01
   4.6916e-02      1.2511e-02      4.9980e+00      3.5370e-01
   5.0044e-02      1.3058e-02      5.2710e+00      3.3750e-01
   5.3172e-02      1.3606e-02      5.5400e+00      3.2290e-01
   5.6299e-02      1.4114e-02      5.8040e+00      3.0960e-01
   6.2555e-02      1.5091e-02      6.3190e+00      2.8650e-01
   7.0374e-02      1.6186e-02      6.9370e+00      2.6240e-01
   7.8193e-02      1.7203e-02      7.5280e+00      2.4240e-01
   8.6013e-02      1.8180e-02      8.0950e+00      2.2550e-01
   9.3832e-02      1.9079e-02      8.6370e+00      2.1100e-01
   1.0165e-01      1.9939e-02      9.1570e+00      1.9840e-01
   1.0947e-01      2.0721e-02      9.6560e+00      1.8740e-01
   1.1729e-01      2.1503e-02      1.0130e+01      1.7770e-01
   1.2511e-01      2.2246e-02      1.0590e+01      1.6900e-01
   1.4075e-01      2.3614e-02      1.1450e+01      1.5410e-01
   1.5639e-01      2.4905e-02      1.2240e+01      1.4180e-01
   1.7203e-01      2.6117e-02      1.2970e+01      1.3150e-01
   1.8766e-01      2.7290e-02      1.3630e+01      1.2270e-01
   2.0330e-01      2.8384e-02      1.4230e+01      1.1510e-01
   2.1894e-01      2.9479e-02      1.4790e+01      1.0850e-01
   2.5022e-01      3.1473e-02      1.5750e+01      9.7400e-02
   2.8150e-01      3.3428e-02      1.6550e+01      8.8530e-02
   3.1277e-01      3.5265e-02      1.7210e+01      8.1250e-02
   3.4405e-01      3.7025e-02      1.7770e+01      7.5150e-02
   3.7533e-01      3.8745e-02      1.8220e+01      6.9970e-02
   4.0661e-01      4.0426e-02      1.8610e+01      6.5510e-02
   4.3788e-01      4.2107e-02      1.8930e+01      6.1620e-02
   4.6916e-01      4.3749e-02      1.9190e+01      5.8190e-02
   5.0044e-01      4.5352e-02      1.9410e+01      5.5160e-02
   5.3172e-01      4.6955e-02      1.9590e+01      5.2450e-02
   5.6299e-01      4.8519e-02      1.9740e+01      5.0000e-02
   6.2555e-01      5.1686e-02      1.9950e+01      4.5790e-02
   7.0374e-01      5.5556e-02      2.0100e+01      4.1480e-02
   7.8193e-01      5.9427e-02      2.0150e+01      3.7960e-02
   8.6013e-01      6.3298e-02      2.0140e+01      3.5020e-02
   9.3832e-01      6.7207e-02      2.0070e+01      3.2540e-02
   1.0165e+00      7.1078e-02      1.9970e+01      3.0400e-02
   1.0947e+00      7.5027e-02      1.9840e+01      2.8540e-02
   1.1729e+00      7.8975e-02      1.9680e+01      2.6910e-02
   1.2511e+00      8.2924e-02      1.9510e+01      2.5470e-02
   1.4075e+00      9.1017e-02      1.9140e+01      2.3030e-02
   1.5639e+00      9.9267e-02      1.8730e+01      2.1040e-02
   1.7203e+00      1.0771e-01      1.8310e+01      1.9380e-02
   1.8766e+00      1.1631e-01      1.7890e+01      1.7980e-02
   2.0330e+00      1.2515e-01      1.7510e+01      1.6780e-02
   2.1894e+00      1.3418e-01      1.7180e+01      1.5740e-02
   2.5022e+00      1.5283e-01      1.6340e+01      1.4020e-02
   2.8150e+00      1.7238e-01      1.5650e+01      1.2660e-02
   3.1277e+00      1.9279e-01      1.4990e+01      1.1550e-02
   3.4405e+00      2.1405e-01      1.4390e+01      1.0630e-02
   3.7533e+00      2.3622e-01      1.3830e+01      9.8470e-03
   4.0661e+00      2.5925e-01      1.3320e+01      9.1810e-03
   4.3788e+00      2.8314e-01      1.2840e+01      8.6030e-03
   4.6916e+00      3.0793e-01      1.2400e+01      8.0980e-03
   5.0044e+00      3.3353e-01      1.2000e+01      7.6510e-03
   5.3172e+00      3.6000e-01      1.1620e+01      7.2540e-03
   5.6299e+00      3.8733e-01      1.1280e+01      6.8980e-03
   6.2555e+00      4.4437e-01      1.0650e+01      6.2860e-03
   7.0374e+00      5.2022e-01      9.9820e+00      5.6650e-03
   7.8193e+00      6.0088e-01      9.4080e+00      5.1610e-03
   8.6013e+00      6.8626e-01      8.9090e+00      4.7430e-03
   9.3832e+00      7.7627e-01      8.4680e+00      4.3900e-03
   1.0165e+01      8.7080e-01      8.0750e+00      4.0890e-03
   1.0947e+01      9.6983e-01      7.7190e+00      3.8280e-03
   1.1729e+01      1.0733e+00      7.3950e+00      3.6000e-03
   1.2511e+01      1.1812e+00      7.0970e+00      3.3990e-03
   1.4075e+01      1.4103e+00      6.5650e+00      3.0600e-03
   1.5639e+01      1.6574e+00      6.1020e+00      2.7850e-03
   1.7203e+01      1.9226e+00      5.6960e+00      2.5570e-03
   1.8766e+01      2.2062e+00      5.3380e+00      2.3650e-03
   2.0330e+01      2.5082e+00      5.0230e+00      2.2010e-03
   2.1894e+01      2.8284e+00      4.7490e+00      2.0600e-03
   2.5022e+01      3.5197e+00      4.3110e+00      1.8270e-03
   2.8150e+01      4.2615e+00      4.0120e+00      1.6430e-03
   3.1277e+01      5.0826e+00      3.7810e+00      1.4940e-03
   3.4405e+01      5.9427e+00      3.5280e+00      1.3710e-03
   3.7533e+01      6.8419e+00      3.3120e+00      1.2680e-03
   4.0661e+01      7.8193e+00      3.1200e+00      1.1790e-03
   4.3788e+01      8.8359e+00      2.9480e+00      1.1030e-03
   4.6916e+01      9.9306e+00      2.7960e+00      1.0360e-03
   5.0044e+01      1.1103e+01      2.6620e+00      9.7720e-04
   5.3172e+01      1.2276e+01      2.5420e+00      9.2490e-04
   5.6299e+01      1.3527e+01      2.4330e+00      8.7820e-04
   6.2555e+01      1.6225e+01      2.2470e+00      7.9810e-04
   7.0374e+01      1.9861e+01      2.0560e+00      7.1710e-04
   7.8193e+01      2.3810e+01      1.9000e+00      6.5160e-04
   8.6013e+01      2.8071e+01      1.7700e+00      5.9750e-04
   9.3832e+01      3.2646e+01      1.6600e+00      5.5190e-04
   1.0165e+02      3.7494e+01      1.5660e+00      5.1310e-04
   1.0947e+02      4.2615e+01      1.4840e+00      4.7960e-04
   1.1729e+02      4.8011e+01      1.4130e+00      4.5030e-04
   1.2511e+02      5.3680e+01      1.3500e+00      4.2450e-04
   1.4075e+02      6.5761e+01      1.2430e+00      3.8120e-04
   1.5639e+02      7.8819e+01      1.1570e+00      3.4620e-04
   1.7203e+02      9.2776e+01      1.0860e+00      3.1720e-04
   1.8766e+02      1.0759e+02      1.0260e+00      2.9290e-04
   2.0330e+02      1.2323e+02      9.7460e-01      2.7220e-04
   2.1894e+02      1.3965e+02      9.3050e-01      2.5430e-04
   2.5022e+02      1.7465e+02      8.5840e-01      2.2500e-04
   2.8150e+02      2.1237e+02      8.0200e-01      2.0190e-04
   3.1277e+02      2.5253e+02      7.5670e-01      1.8320e-04
