#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   1.3348e-03      1.7118e-04      1.3760e+00      6.9340e+00
   1.4682e-03      1.8609e-04      1.4430e+00      6.8630e+00
   1.6017e-03      2.0120e-04      1.5070e+00      6.7890e+00
   1.7352e-03      2.1630e-04      1.5690e+00      6.7120e+00
   1.8687e-03      2.3140e-04      1.6280e+00      6.6350e+00
   2.0021e-03      2.4651e-04      1.6860e+00      6.5570e+00
   2.1356e-03      2.6180e-04      1.7810e+00      6.4800e+00
   2.2691e-03      2.7690e-04      1.8550e+00      6.4030e+00
   2.4026e-03      2.9219e-04      1.9170e+00      6.3270e+00
   2.6695e-03      3.2277e-04      2.0150e+00      6.1790e+00
   3.0032e-03      3.6156e-04      2.1160e+00      6.0020e+00
   3.3369e-03      4.0071e-04      2.2090e+00      5.8340e+00
   3.6706e-03      4.4025e-04      2.3020e+00      5.6750e+00
   4.0043e-03      4.8015e-04      2.3970e+00      5.5250e+00
   4.3380e-03      5.2024e-04      2.4940e+00      5.3830e+00
   4.6716e-03      5.6070e-04      2.5940e+00      5.2490e+00
   5.0053e-03      6.0135e-04      2.6960e+00      5.1230e+00
   5.3390e-03      6.4219e-04      2.7990e+00      5.0030e+00
   6.0064e-03      7.2423e-04      3.0060e+00      4.7820e+00
   6.6738e-03      8.0628e-04      3.2090e+00      4.5830e+00
   7.3412e-03      8.8851e-04      3.4050e+00      4.4020e+00
   8.0085e-03      9.7055e-04      3.5920e+00      4.2380e+00
   8.6759e-03      1.0524e-03      3.7690e+00      4.0870e+00
   9.3433e-03      1.1341e-03      3.9370e+00      3.9480e+00
   1.0678e-02      1.2971e-03      4.2420e+00      3.7020e+00
   1.2013e-02      1.4591e-03      4.5120e+00      3.4890e+00
   1.3348e-02      1.6202e-03      4.7560e+00      3.3030e+00
   1.4682e-02      1.7804e-03      4.9790e+00      3.1390e+00
   1.6017e-02      1.9392e-03      5.1890e+00      2.9930e+00
   1.7352e-02      2.1071e-03      5.3900e+00      2.8620e+00
   1.8687e-02      2.2562e-03      5.5850e+00      2.7440e+00
   2.0021e-02      2.4054e-03      5.7770e+00      2.6370e+00
   2.1356e-02      2.5732e-03      5.9670e+00      2.5390e+00
   2.2691e-02      2.7224e-03      6.1560e+00      2.4490e+00
   2.4026e-02      2.8716e-03      6.3440e+00      2.3660e+00
   2.6695e-02      3.1699e-03      6.7210e+00      2.2190e+00
   3.0032e-02      3.5242e-03      7.1940e+00      2.0610e+00
   3.3369e-02      3.8785e-03      7.6720e+00      1.9280e+00
   3.6706e-02      4.2141e-03      8.1550e+00      1.8130e+00
   4.0043e-02      4.5311e-03      8.6420e+00      1.7120e+00
   4.3380e-02      4.8481e-03      9.1330e+00      1.6240e+00
   4.6716e-02      5.1464e-03      9.6270e+00      1.5450e+00
   5.0053e-02      5.4261e-03      1.0120e+01      1.4740e+00
   5.3390e-02      5.7058e-03      1.0620e+01      1.4110e+00
   6.0064e-02      6.2466e-03      1.1620e+01      1.3010e+00
   6.6738e-02      6.7314e-03      1.2610e+01      1.2080e+00
   7.3412e-02      7.1976e-03      1.3590e+01      1.1290e+00
   8.0085e-02      7.6264e-03      1.4570e+01      1.0610e+00
   8.6759e-02      8.0367e-03      1.5520e+01      1.0020e+00
   9.3433e-02      8.4282e-03      1.6460e+01      9.4940e-01
   1.0678e-01      9.1555e-03      1.8260e+01      8.6090e-01
   1.2013e-01      9.8267e-03      1.9970e+01      7.8900e-01
   1.3348e-01      1.0442e-02      2.1580e+01      7.2920e-01
   1.4682e-01      1.1020e-02      2.3090e+01      6.7870e-01
   1.6017e-01      1.1561e-02      2.4500e+01      6.3530e-01
   1.7352e-01      1.2083e-02      2.5820e+01      5.9770e-01
   1.8687e-01      1.2568e-02      2.7040e+01      5.6470e-01
   2.0021e-01      1.3053e-02      2.8190e+01      5.3540e-01
   2.1356e-01      1.3500e-02      2.9260e+01      5.0930e-01
   2.2691e-01      1.3948e-02      3.0260e+01      4.8590e-01
   2.4026e-01      1.4358e-02      3.1190e+01      4.6470e-01
   2.6695e-01      1.5178e-02      3.2900e+01      4.2780e-01
   3.0032e-01      1.6167e-02      3.4770e+01      3.8990e-01
   3.3369e-01      1.7080e-02      3.6420e+01      3.5860e-01
   3.6706e-01      1.7975e-02      3.7880e+01      3.3230e-01
   4.0043e-01      1.8833e-02      3.9180e+01      3.1000e-01
   4.3380e-01      1.9672e-02      4.0360e+01      2.9060e-01
   4.6716e-01      2.0474e-02      4.1420e+01      2.7370e-01
   5.0053e-01      2.1257e-02      4.2380e+01      2.5890e-01
   5.3390e-01      2.2040e-02      4.3250e+01      2.4560e-01
   6.0064e-01      2.3551e-02      4.4750e+01      2.2310e-01
   6.6738e-01      2.5005e-02      4.5980e+01      2.0470e-01
   7.3412e-01      2.6441e-02      4.7000e+01      1.8920e-01
   8.0085e-01      2.7839e-02      4.7830e+01      1.7610e-01
   8.6759e-01      2.9219e-02      4.8520e+01      1.6480e-01
   9.3433e-01      3.0580e-02      4.9090e+01      1.5500e-01
   1.0678e+00      3.3265e-02      4.9940e+01      1.3870e-01
   1.2013e+00      3.5913e-02      5.0490e+01      1.2570e-01
   1.3348e+00      3.8542e-02      5.0830e+01      1.1500e-01
   1.4682e+00      4.1153e-02      5.1010e+01      1.0610e-01
   1.6017e+00      4.3763e-02      5.1060e+01      9.8620e-02
   1.7352e+00      4.6374e-02      5.1010e+01      9.2150e-02
   1.8687e+00      4.8985e-02      5.0890e+01      8.6540e-02
   2.0021e+00      5.1614e-02      5.0710e+01      8.1610e-02
   2.1356e+00      5.4243e-02      5.0960e+01      7.7240e-02
   2.2691e+00      5.6853e-02      5.0950e+01      7.3350e-02
   2.4026e+00      5.9464e-02      5.0690e+01      6.9850e-02
   2.6695e+00      6.4759e-02      5.0030e+01      6.3830e-02
   3.0032e+00      7.1491e-02      4.9140e+01      5.7690e-02
   3.3369e+00      7.8334e-02      4.8230e+01      5.2690e-02
   3.6706e+00      8.5308e-02      4.7290e+01      4.8530e-02
   4.0043e+00      9.2431e-02      4.6360e+01      4.5010e-02
   4.3380e+00      9.9703e-02      4.5430e+01      4.2000e-02
   4.6716e+00      1.0711e-01      4.4520e+01      3.9380e-02
   5.0053e+00      1.1468e-01      4.3620e+01      3.7090e-02
   5.3390e+00      1.2240e-01      4.2740e+01      3.5070e-02
   6.0064e+00      1.3832e-01      4.1070e+01      3.1650e-02
   6.6738e+00      1.5490e-01      3.9480e+01      2.8860e-02
   7.3412e+00      1.7211e-01      3.8000e+01      2.6550e-02
   8.0085e+00      1.8999e-01      3.6610e+01      2.4600e-02
   8.6759e+00      2.0856e-01      3.5310e+01      2.2940e-02
   9.3433e+00      2.2779e-01      3.4090e+01      2.1490e-02
   1.0678e+01      2.6825e-01      3.1890e+01      1.9110e-02
   1.2013e+01      3.1143e-01      2.9950e+01      1.7220e-02
   1.3348e+01      3.5731e-01      2.8250e+01      1.5690e-02
   1.4682e+01      4.0588e-01      2.6740e+01      1.4420e-02
   1.6017e+01      4.5710e-01      2.5390e+01      1.3350e-02
   1.7352e+01      5.1095e-01      2.4180e+01      1.2430e-02
   1.8687e+01      5.6741e-01      2.3100e+01      1.1640e-02
   2.0021e+01      6.2647e-01      2.2120e+01      1.0950e-02
   2.1356e+01      6.8806e-01      2.1230e+01      1.0340e-02
   2.2691e+01      7.5216e-01      2.0410e+01      9.7940e-03
   2.4026e+01      8.1877e-01      1.9670e+01      9.3070e-03
   2.6695e+01      9.5931e-01      1.8340e+01      8.4720e-03
   3.0032e+01      1.1486e+00      1.6940e+01      7.6250e-03
   3.3369e+01      1.3529e+00      1.5750e+01      6.9390e-03
   3.6706e+01      1.5720e+00      1.4730e+01      6.3710e-03
   4.0043e+01      1.8057e+00      1.3850e+01      5.8920e-03
   4.3380e+01      2.0511e+00      1.3080e+01      5.4830e-03
   4.6716e+01      2.3122e+00      1.2410e+01      5.1300e-03
   5.0053e+01      2.5919e+00      1.1810e+01      4.8210e-03
   5.3390e+01      2.8716e+00      1.1280e+01      4.5490e-03
   6.0064e+01      3.5056e+00      1.0360e+01      4.0910e-03
   6.6738e+01      4.1582e+00      9.6050e+00      3.7200e-03
   7.3412e+01      4.8854e+00      8.9700e+00      3.4130e-03
   8.0085e+01      5.6499e+00      8.4300e+00      3.1550e-03
   8.6759e+01      6.4704e+00      7.9640e+00      2.9340e-03
   9.3433e+01      7.3281e+00      7.5530e+00      2.7440e-03
   1.0678e+02      9.1928e+00      6.8550e+00      2.4310e-03
   1.2013e+02      1.1207e+01      6.3000e+00      2.1840e-03
   1.3348e+02      1.3407e+01      5.8490e+00      1.9850e-03
