ASTAR: Stopping Powers and Range Tables for Alpha Particles

POLYETHYLENE TEREPHTHALATE (MYLAR)                                      

Kinetic   Electron. Nuclear   Projected 
Energy    Stp. Pow. Stp. Pow. Range     
MeV       MeV cm2/g MeV cm2/g g/cm2     

2.750E+02 3.591E+01 1.466E-02 4.265E+00 
3.000E+02 3.358E+01 1.346E-02 4.985E+00 
3.500E+02 2.986E+01 1.157E-02 6.567E+00 
4.000E+02 2.702E+01 1.015E-02 8.329E+00 
4.500E+02 2.477E+01 9.037E-03 1.026E+01 
5.000E+02 2.296E+01 8.146E-03 1.236E+01 
5.500E+02 2.146E+01 7.414E-03 1.461E+01 
6.000E+02 2.019E+01 6.801E-03 1.702E+01 
6.500E+02 1.912E+01 6.281E-03 1.956E+01 
7.000E+02 1.819E+01 5.836E-03 2.224E+01 
7.500E+02 1.738E+01 5.450E-03 2.505E+01 
8.000E+02 1.667E+01 5.112E-03 2.799E+01 
8.500E+02 1.604E+01 4.813E-03 3.105E+01 
9.000E+02 1.548E+01 4.547E-03 3.422E+01 
9.500E+02 1.497E+01 4.309E-03 3.750E+01 
1.000E+03 1.452E+01 4.095E-03 4.089E+01 
